"GEOID","poverty_total","poverty_male","poverty_female","white","black","ai_an","asian","nh_opi","other","pct_male","pct_female"
"09003",10.5,4.6,5.9,70.7,13.8,0.3,5.3,0,13.5,48.6,51.4
"09005",6.8,3.3,3.5,92.8,1.7,0.3,1.9,0,5.5,49.5,50.5
"09007",6.7,2.9,3.8,88,5.6,0.2,3.1,0,5.3,48.8,51.2
"09009",11.4,5,6.4,73.3,13.5,0.2,4,0,12.3,48.2,51.8
"09011",9,3.9,5.1,80.7,5.8,0.6,4.1,0,13.9,50.1,49.9
"09013",6.6,3.2,3.4,87.9,3.2,0.1,4.9,0,6.4,50,50
"09015",10.9,4.8,6.1,89.2,2.3,0.6,1.4,0,10.2,49.5,50.5
"10001",13.1,5.6,7.5,66.2,25.7,0.7,2,0.1,9.5,48.2,51.8
"10003",11,4.8,6.2,64.2,25.2,0.3,5.5,0,7.3,48.4,51.6
"10005",11.1,4.7,6.4,82,12,0.3,1.2,0.1,6.6,48.4,51.6
"11001",15.5,6.6,8.9,41.3,46.3,0.3,4,0.1,11.2,47.4,52.6
"12001",20.2,9.5,10.7,68.9,20.1,0.4,6.1,0.1,7.9,48.3,51.7
"12003",10.7,5.3,5.4,82.5,13.6,0.5,0.6,0,4.7,52.1,47.9
"12005",14.4,6.4,8,81.1,11,0.3,2.3,0.1,8.9,49.7,50.3
"12007",19,8.5,10.6,77.2,20.3,0.4,0.6,0,2.6,55,45
"12009",11.7,5.2,6.5,82.5,9.6,0.3,2.4,0.1,8.5,48.9,51.1
"12011",13,5.7,7.3,60.7,28.6,0.3,3.6,0.1,10,48.7,51.3
"12013",12.6,5.6,7,80.4,13.3,1.1,0.1,0,8,55.1,44.9
"12015",10.8,5,5.8,89.9,5.6,0.3,1.3,0.1,4.6,48.9,51.1
"12017",15.4,6.4,9,92.8,3,0.3,1.8,0,3.9,48.5,51.5
"12019",10.1,4.8,5.4,79.2,11,0.1,2.8,0,11.3,49.3,50.7
"12021",11.1,5.2,5.9,88.8,6.8,0.2,1.3,0,4.1,49.3,50.7
"12023",14.7,6.3,8.4,76.7,18.1,0.3,1.1,0,6.6,51.8,48.2
"12027",25.5,14.1,11.4,84.2,12.6,0.1,0.2,0.1,4,56.5,43.5
"12029",19,9,10,86.4,8.9,0,0.2,0.1,7.1,56,44
"12031",14.1,6.2,8,59.8,29.6,0.2,4.6,0.1,9.4,48.5,51.5
"12033",13.2,6.2,7,68.1,21.9,0.4,3,0.1,11.8,49.5,50.5
"12035",12.3,5.6,6.7,82.3,10,0.3,2.6,0.1,6.9,47.7,52.3
"12037",16.2,6.5,9.7,80.9,14.1,0.1,0.3,0.4,5.7,57,43
"12039",21.1,9.7,11.3,39.6,56.1,0.2,0.2,0,4.9,47.4,52.6
"12041",15.7,6.8,8.9,91.2,5.9,0.1,0.2,0,4.6,52.4,47.6
"12043",15.9,6.3,9.6,79.8,13.5,4,0.8,0,3.1,55.6,44.4
"12045",10.9,5.4,5.5,79.5,17.2,0.4,0.5,0,4.2,58.5,41.5
"12047",23,10.9,12.1,61.5,34.5,1.2,0.3,0,4,58.7,41.3
"12049",22.5,10.2,12.3,80.4,7.6,0.1,0.9,0.1,12,54.2,45.8
"12051",24.9,13,11.9,78.6,11.5,1.8,0.9,0,10.5,53,47
"12053",13.9,6.2,7.7,88.7,5.3,0.3,1.2,0,7.1,48,52
"12055",18.3,8.5,9.8,80.8,9.7,0.2,1.4,0,10.1,48.7,51.3
"12057",14.4,6.4,7.9,70.5,16.8,0.3,4.1,0.1,12.1,48.9,51.1
"12059",20.6,9.2,11.4,88.7,7,1.4,0.7,0.3,3.5,54.3,45.7
"12061",11.3,5,6.3,86.4,8.9,0.3,1.3,0,5.2,48,52
"12063",16.2,7.3,9,68.9,26.8,0.7,0.3,0.2,5.3,54.9,45.1
"12065",14,4.7,9.3,62.8,34.6,0.5,0.3,0,3,52.5,47.5
"12067",10.5,3.9,6.7,80.2,16.1,0.2,0,0.3,6.2,59.3,40.7
"12069",11.8,5.2,6.6,82.5,10.9,0.4,2,0,6.3,48.5,51.5
"12071",12.9,6,7,84.4,8.6,0.2,1.6,0.1,7,49,51
"12073",19.6,9.4,10.2,61.4,30.9,0.2,3.5,0,6.7,47.4,52.6
"12075",20.5,9.4,11,87.6,8.8,0.2,0.9,0,5.2,48.8,51.2
"12077",13.9,5.8,8.2,80.1,15.8,1.2,0.2,0,4.3,59.6,40.4
"12079",24.5,11.5,13,58,38.6,0.3,0.9,0,2.6,53.4,46.6
"12081",11.6,5.2,6.4,85.4,8.7,0.2,2.1,0,5.5,48.4,51.6
"12083",15.6,7,8.6,81.9,12.9,0.3,1.4,0.1,5.7,48,52
"12085",9.7,4.2,5.5,88.1,5.7,0.6,1.4,0.1,5.9,49.5,50.5
"12086",16.9,7.3,9.6,75.1,17.4,0.2,1.6,0,7.4,48.6,51.4
"12087",10.8,5.7,5.1,88,7.3,0.1,1.4,0.2,4.1,52.1,47.9
"12089",10.4,4.5,5.9,90.3,6.1,0.5,1,0,3.3,49.6,50.4
"12091",10.6,4.9,5.7,78.2,9.8,0.4,3,0.1,13.3,50.7,49.3
"12093",19.4,8.9,10.5,85.4,8.3,0.5,1,0.3,6.6,54,46
"12095",14.5,6.5,8,63.6,20.9,0.2,5.2,0.1,13.6,49,51
"12097",14.7,6.7,8,72.8,11.5,0.4,2.7,0.1,16.4,49.3,50.7
"12099",12,5.3,6.7,73.5,18.7,0.2,2.7,0,7.2,48.5,51.5
"12101",12.5,5.7,6.8,86.9,5.8,0.4,2.6,0.1,7,48.7,51.3
"12103",12,5.4,6.6,81.5,10.3,0.3,3.4,0.1,7.7,48,52
"12105",15.5,6.9,8.6,77.1,15.3,0.3,1.8,0,8,49,51
"12107",23.1,10.6,12.5,80.3,16.3,0.4,0.6,0,4.3,49.5,50.5
"12109",8.1,3.7,4.4,88.4,5.4,0.4,2.7,0.1,5.4,48.7,51.3
"12111",13.2,5.8,7.4,73.1,20.2,0.4,2,0.1,6.7,48.8,51.2
"12113",9.3,4,5.2,85.4,6.2,0.5,2,0.3,9.7,51.1,48.9
"12115",8.8,3.8,5,90.9,4.5,0.2,1.7,0,4.5,47.7,52.3
"12117",10.6,4.6,5.9,75.8,12,0.3,4.5,0.1,10.5,48.3,51.7
"12119",7.6,3.2,4.4,89,7.1,0.3,0.9,0.1,4.1,50,50
"12121",14.3,6.4,7.9,82.7,12.9,0.1,0.1,0.1,7.2,51.4,48.6
"12123",17.3,7.8,9.5,76.3,20.1,0.3,0.8,0,3.3,56,44
"12125",13,5.4,7.6,73.6,21.9,0.8,0.6,0.1,4.6,65.2,34.8
"12127",14,6.4,7.6,81.4,10.9,0.3,1.8,0,7.6,48.7,51.3
"12129",10.9,4.9,6.1,82.2,15.1,0.2,0.5,0,2.8,54.3,45.7
"12131",12.9,6.5,6.3,86.8,4.6,0.6,1,0,10.9,50.6,49.4
"12133",21.4,10.6,10.8,79.7,15.2,1.4,0.7,0.4,4.4,54.1,45.9
"13001",21.9,10.9,11,74.6,19.3,0.5,0.4,0,6.1,50.5,49.5
"13003",30.1,14.5,15.7,75.2,17.5,1,0,0,6.4,50.7,49.3
"13005",22.2,9.4,12.8,80,15.2,0,0.2,0.2,7.4,48.9,51.1
"13007",22.9,11.5,11.4,54.6,39.7,0,3.1,0.7,2.4,48.9,51.1
"13009",21.6,9.8,11.8,53.7,42.3,0.2,1.8,0,3.5,50.6,49.4
"13011",13.3,6.1,7.2,93,2.6,0.5,1.1,0,3.9,50.2,49.8
"13013",12.5,5.3,7.2,78.8,11.8,0.2,3.7,0,8,49,51
"13015",13.9,6.2,7.6,83.7,10.4,0.3,0.9,0,7.1,49.4,50.6
"13017",28.9,12.6,16.4,59.7,36.6,0,0.7,0,4,47.8,52.2
"13019",23.8,10.1,13.7,83,11.7,0.5,1.1,0,5.3,49,51
"13021",23.8,9.8,14,40.2,54.4,0.2,2,0,5.2,46.9,53.1
"13023",15.8,5.8,10,69.9,27.5,0.1,0.2,0,3,47.3,52.7
"13025",19.5,8.9,10.6,93.9,3.5,0.3,1.1,0,2.4,49,51
"13027",22.5,9.9,12.5,59.6,35.9,0,0.4,0.1,5.1,48.8,51.2
"13029",12.3,5.6,6.7,77,14.4,0.4,1.4,0.1,11,49.9,50.1
"13031",23.5,11.1,12.3,65.1,27.9,0.4,1.3,0.3,8.5,49,51
"13033",21.9,8.7,13.2,48.8,48.1,0,0.3,0,4,47.6,52.4
"13035",18.9,7.7,11.2,68,29,0,0.4,0,3.9,53.3,46.7
"13037",18.9,6.2,12.7,34,60.5,0,0.6,0,6.5,61.1,38.9
"13039",15,7,7.9,73,18.8,0.7,2.2,0.1,8.7,51.7,48.3
"13043",30,13.5,16.5,67,25.4,0,1.7,0,8.2,49.4,50.6
"13045",16.7,7.1,9.6,74.7,19.3,1,0.8,0.1,5.8,48.7,51.3
"13047",9.8,3.9,5.9,92.3,2.2,0.4,1.3,0,6,48,52
"13049",22.8,11.4,11.4,66.4,26.2,2,0.7,0.1,7.4,57.2,42.8
"13051",14.4,6,8.4,52.7,39.9,0.3,2.6,0.1,7.3,48.1,51.9
"13053",13.4,6,7.4,67.6,21.5,0.3,3.6,0.1,10.4,65.1,34.9
"13055",17.8,8.6,9.2,85.7,10.5,0.1,0.2,0,4.9,51.8,48.2
"13057",7.4,3.5,3.9,86.3,7,0.4,1.8,0,6.8,49.2,50.8
"13059",27.1,12.1,15,63.3,27.9,0.1,3.9,0.1,7.5,47.6,52.4
"13061",38.8,14.4,24.4,35.8,62.4,0,1,0,1,48.4,51.6
"13063",18.2,7.3,10.8,16.3,69.3,0.2,5.1,0.1,11.9,46.8,53.2
"13065",39.6,20.8,18.8,65.6,28.4,0,0,0,8.2,50.6,49.4
"13067",9,4,5,58.6,27.6,0.3,5.4,0.1,11.3,48.4,51.6
"13069",18.1,8.1,10,67.8,28.5,0,0.8,0,4.2,51.5,48.5
"13071",24.5,10.7,13.8,63.8,23.4,1.1,0.8,0,12.5,49.5,50.5
"13073",7.4,3.5,3.9,73.9,16.7,0.3,3.9,0,9.5,48.9,51.1
"13075",23.6,9.1,14.5,68.7,27,0.3,0.7,0,5.3,47.9,52.1
"13077",10.6,4.6,6,76.4,17.9,0.3,2.1,0,5.6,48.7,51.3
"13079",19.7,9.2,10.5,74.9,22,0.1,0.2,0,4,52.6,47.4
"13081",31.2,13.8,17.3,52.7,45.5,0,0.2,0.1,2.5,48.2,51.8
"13083",12.5,5.2,7.3,94.6,0.8,0,1.8,0.1,5.2,48.9,51.1
"13085",8.5,4.5,4,96.3,1.1,0.1,0.6,0,3.6,49.8,50.2
"13087",23.2,9,14.3,52.5,42.1,0.1,0.2,0,5.5,48.1,51.9
"13089",14.8,6.6,8.2,34.3,54,1,6.1,0,7.3,47.3,52.7
"13091",19.6,8.4,11.2,67.2,28.7,0,0.3,0,5.9,52.6,47.4
"13093",21.7,9.3,12.4,45.1,49.1,0,0,0,7.6,54.1,45.9
"13095",27.2,11.6,15.6,26.4,69.6,0.2,1,0,4.3,46.2,53.8
"13097",12.7,5.6,7.1,46.2,46.9,0.1,1.6,0,7.6,47.7,52.3
"13099",29.9,9.8,20.1,45.3,52.5,0.3,0.6,0,2.8,46.5,53.5
"13101",24.1,11.5,12.6,73.8,2,2.2,0,0,26.5,47.4,52.6
"13103",8.4,3.1,5.3,81.6,13.3,0.2,0.9,0,6.8,49.5,50.5
"13105",21,8.9,12.1,68.1,29.9,0,0.6,0,2.4,48,52
"13107",21.2,9.7,11.5,62.4,33.9,0.3,0.4,0,5,49,51
"13109",25.5,12.4,13.1,58,29.7,0.1,0.9,0,12.7,49.5,50.5
"13111",12.2,4.8,7.5,96.5,0.2,0.1,0.4,0.1,4.4,48.5,51.5
"13113",5.5,2.1,3.4,66.9,22.7,0.2,4.5,0.2,8.9,48.5,51.5
"13115",17.6,8.3,9.3,78.3,13.9,0.2,1.4,0,9.1,48.4,51.6
"13117",5.7,2.4,3.3,79.2,3.5,0.3,12.9,0,6.3,49.7,50.3
"13119",22.3,10.7,11.6,85.3,9.3,0.1,0.9,0,6.1,48.8,51.2
"13121",13.9,6,7.9,44.6,44.1,0.4,7.1,0,6.1,48.4,51.6
"13123",16.6,8,8.7,91.5,0.5,1.7,0.5,0,7.7,49.9,50.1
"13125",18.4,8.6,9.7,88.6,10.2,0.3,0,0,1.6,48.8,51.2
"13127",17.9,7.8,10.1,68.5,26.3,0.4,1.3,0.1,5.8,47.1,52.9
"13129",17.8,8.1,9.7,87.9,3.8,1.3,1.1,0.2,7.7,49.5,50.5
"13131",22.1,10.4,11.7,65.5,29.8,0.5,0.6,0,6.9,48.6,51.4
"13133",19.3,8.3,11,59.1,35.2,0,1.1,0,5.4,49.2,50.8
"13135",10.6,4.7,5.9,48.5,27.8,0.4,11.6,0,14.7,48.8,51.2
"13137",14.3,6.1,8.2,86.1,3.2,0.1,1.9,0.5,10.5,47.4,52.6
"13139",13.8,6.4,7.4,85.6,7.2,0.2,1.8,0,7.2,49.7,50.3
"13141",15.7,4.2,11.5,24.4,73.2,0,0.4,0.1,2.3,56.6,43.4
"13143",14.6,5.6,9.1,92.3,5.1,0.1,0.4,0,4,48.3,51.7
"13145",6.1,2,4.1,79.2,16.1,0.1,1.1,0,6.4,50.3,49.7
"13147",14.6,6.7,7.9,77.4,19.4,0,1,0,3.8,49.1,50.9
"13149",14,6.3,7.8,86.9,8.7,0,0.5,0.1,7.1,49.4,50.6
"13151",8.5,3.5,4.9,47.9,43.9,0.1,3.3,0,8.3,47.7,52.3
"13153",13.7,5.7,8.1,60.4,31,0.5,3.3,0,8.4,48.5,51.5
"13155",23.5,13.1,10.3,69.8,28.7,0.1,0.4,0,1.5,52.6,47.4
"13157",11.1,4.9,6.2,86.5,6.8,0.1,1.8,0.1,7.3,49.5,50.5
"13159",15.2,6.8,8.4,75.4,20.4,0.1,0.3,0,4.9,48.4,51.6
"13161",21.9,8.4,13.5,77.2,16.7,0,0.2,0,9.1,48.9,51.1
"13163",23.8,9.3,14.5,43.5,53.3,0.1,0.3,0,4,48.2,51.8
"13165",30.2,13.8,16.4,59.2,34.9,1.4,1.1,0,4.2,46.6,53.4
"13167",21.1,9.8,11.3,64.2,33.2,0,0.2,0,4.7,56.8,43.2
"13169",13.9,6.2,7.7,72.9,24.6,0.2,0.7,0,3,48,52
"13171",17.2,7.4,9.8,66.2,29.4,0.1,0.5,0,6.7,48.8,51.2
"13173",22.2,9.1,13.1,74,24.4,0.2,0.2,0,1.9,48.4,51.6
"13175",26.5,12.4,14.1,58.6,37.3,0.1,1.1,0,3.8,47.3,52.7
"13177",12.3,5.8,6.5,73.4,20.7,0.1,2.5,0.1,5.8,49.9,50.1
"13179",15.3,6.5,8.9,45.8,41.2,0.5,2.1,0.5,16.5,50.8,49.2
"13181",20.4,7.4,12.9,67.4,31,0.1,0,0,2.5,46.8,53.2
"13183",18.6,7.9,10.7,63.9,24.9,0.2,1.1,0.4,14.9,50.6,49.4
"13185",23.5,10.6,13,57,36.5,0.4,1.7,0.1,6.6,48.7,51.3
"13187",14.4,6,8.4,94.3,2.1,0.3,0.8,0.1,3.7,48.6,51.4
"13189",23.7,9.2,14.5,54,39.9,0,0.4,1.2,6.3,45.8,54.2
"13191",17.4,8.1,9.3,62.3,35.5,0.1,1.3,0.1,1.2,50.3,49.7
"13193",21.5,9.5,12.1,34.3,61.5,0,0.4,0,4.8,54.6,45.4
"13195",17,6.9,10.1,84.3,10.6,0.4,0.4,0,5.4,49.1,50.9
"13197",16.4,5.4,11.1,61.6,30.9,0.2,0.9,0.6,7.2,47.8,52.2
"13199",22.8,9.1,13.7,57.3,39.9,0.1,0.2,0,3.4,48.5,51.5
"13201",21,8.1,12.9,68.1,30.5,0.6,0,0.3,1.2,48.5,51.5
"13205",20.6,7.5,13.1,49.1,46.5,0.3,0.2,0.1,6.7,51.9,48.1
"13207",13.3,6.6,6.8,73.7,23.2,0.2,0.9,0,3,50,50
"13209",16.9,6.6,10.2,66.8,26.4,0,0.2,0,7.9,51.2,48.8
"13211",9.1,3.6,5.5,74,23.5,0.1,0.1,0,4.1,49,51
"13213",15.4,6.8,8.6,96.8,1,0.1,0.3,0,2.7,49.5,50.5
"13215",19.9,8.8,11.1,43.3,46.3,0.4,2.5,0.1,12,48.8,51.2
"13217",15.3,6.6,8.7,50.4,44.9,0.3,1.1,0.1,5.6,47.4,52.6
"13219",6.1,2.8,3.4,88.4,5.2,0.1,3.7,0.1,4.7,49.1,50.9
"13221",12.7,5.1,7.6,79.8,17.6,0,0.2,0,4.4,50.6,49.4
"13223",8.1,3.2,4.9,75,19.1,0.3,1,0,7.9,48.8,51.2
"13225",20.7,9.7,11,48.9,44.8,0.6,1,0.1,5.6,48.6,51.4
"13227",10.1,4.3,5.8,89.2,1,0.9,0.4,0.1,16.7,49.6,50.4
"13229",21.9,10.6,11.3,85.7,9.3,0.4,0,0,6,50.4,49.6
"13231",9.4,4,5.4,88.1,9,0,0.5,0,4.4,48.9,51.1
"13233",18.2,8,10.3,79.3,12,0.5,0.4,0,10.6,49.2,50.8
"13235",19,10,9,60.1,37.9,0.1,0.3,0,3,46.4,53.6
"13237",15.9,6.3,9.6,69,26.2,0,0.6,0,5.5,48.5,51.5
"13239",20.3,7.4,12.9,37.8,51.9,0,7.3,0.2,5.6,47.5,52.5
"13241",17.7,8,9.7,92,2.7,0.3,1.1,0,4.6,49.4,50.6
"13243",31.9,13.9,18,34.7,62.4,0,0,0,4.6,48.4,51.6
"13245",21.9,9.2,12.7,37.1,56.5,0.3,1.9,0.2,6.6,48.4,51.6
"13247",13,5.8,7.2,38.8,54.7,0.1,2,0.2,6.6,47.1,52.9
"13249",17.2,5.2,11.9,69.7,25.4,0,0,0,6,49.3,50.7
"13251",21.7,9.1,12.6,55.6,41.6,0.2,0.7,0,2.9,48.6,51.4
"13253",23.4,8.5,15,62.1,33.2,0,0.8,0,7.2,47.5,52.5
"13255",17.6,7.1,10.4,62.5,34.1,0.4,1,0,3.6,48.4,51.6
"13257",12.8,4.9,7.9,84.6,11.9,0.2,0.7,0,4,46.5,53.5
"13259",22.5,10.1,12.4,23.6,52.9,0.1,3.2,0,21.7,66.5,33.5
"13261",25.2,10.1,15.1,42.7,52.3,0,1.4,0,5.4,47.2,52.8
"13263",18.8,9.6,9.1,41.2,57.7,0,0.6,0,0.9,48.3,51.7
"13265",21.1,8,13.1,34,62.1,0,0.7,0,3.4,49.2,50.8
"13267",17.4,6.5,10.9,58.7,29.3,0.3,0.2,0,12.9,58.8,41.2
"13269",25.5,11.7,13.8,57.7,38,0,1.8,0,2.9,47.6,52.4
"13271",23.1,8.9,14.2,52.1,41.3,0.1,0.1,0,7.6,57.6,42.4
"13273",31.1,12.2,18.9,36.2,59.7,0.1,3.1,0,1.3,47.7,52.3
"13275",18.8,8.4,10.4,60,36.4,0.1,0.2,0.1,5.6,47.6,52.4
"13277",22.2,10.2,12,64.5,29.6,0.3,1.4,0,5.8,48.5,51.5
"13279",23,9.9,13.1,63.6,25.8,0,0.9,0,11.4,46.3,53.7
"13281",14.3,6.2,8.1,95.9,1.5,0.4,0.5,0,2.8,47,53
"13283",26,13.1,12.9,73,26.4,0,0,0,1.1,51.4,48.6
"13285",20.7,8.7,12.1,58.3,36.2,0.3,2.3,0,4.7,47.8,52.2
"13287",32.2,12.6,19.6,57.3,40.8,0,0.8,0,1.4,47.9,52.1
"13289",19.2,9.1,10,55.8,42.8,0,0.2,0,2.4,49.1,50.9
"13291",14.1,6,8.1,97,0.7,0.5,0.3,0,2.7,48.7,51.3
"13293",20.4,9,11.5,68.1,27.8,0.6,0.5,0.8,3.9,47.6,52.4
"13295",15.8,7.1,8.7,92,4.1,0.2,0.8,0,5.1,49.6,50.4
"13297",11.9,4.5,7.4,77.5,17.7,0.1,1.4,0,4.8,48.5,51.5
"13299",23.1,8.8,14.3,64.8,30.2,0.6,1.1,0.1,5.3,50.3,49.7
"13301",26.5,10.9,15.6,37.5,61.1,0,0.6,0,1.5,46.6,53.4
"13303",20.1,7.5,12.7,43.6,53.1,0.2,0.7,0,4,51.2,48.8
"13305",14.1,5.3,8.8,74.7,20.6,0.1,0.6,0,6.7,50.3,49.7
"13307",22.4,11.3,11.1,53.3,37.2,0.3,0,0,11.1,48.7,51.3
"13309",24.9,15.2,9.7,56.3,43.4,0,0,0,0.6,63.2,36.8
"13311",10.7,4.4,6.3,93.9,1.5,0.6,0.6,0,5.5,48.8,51.2
"13313",15.7,7,8.7,88.7,3.8,0.8,1.5,0,6.6,49.6,50.4
"13315",18.4,7.7,10.8,63.1,35.5,0.4,0,0,1.6,59.9,40.1
"13317",23.3,11.4,11.9,52.6,42.6,0,0.4,0,5.3,48.5,51.5
"13319",23.1,9.9,13.2,59.2,38.9,0.1,0,0.1,3,47.4,52.6
"13321",18.8,7.7,11,68.6,28,0.4,0.8,0,4,48.2,51.8
"15001",15.4,7.4,8,33.3,0.6,0.5,22.5,12.2,59.7,49.6,50.4
"15003",8,3.5,4.5,20.9,2.4,0.2,42.7,9.5,47.4,50.4,49.6
"15005",9.1,6.1,3,24.2,3,1.5,21.2,27.3,45.4,45.5,54.5
"15007",8,3.9,4.1,32.4,0.4,0.6,33,9.2,48.4,49.5,50.5
"15009",9.2,4.5,4.6,35.5,0.5,0.3,29.3,10.9,45.5,49.8,50.2
"16001",10.6,4.9,5.7,90.5,1.4,0.5,2.5,0.2,8.2,50.1,49.9
"16003",12.1,6.5,5.5,95.5,0.4,1.8,0,0.2,4.2,51.5,48.5
"16005",16,7.1,8.8,89,0.7,3,2,0.2,8.4,49.8,50.2
"16007",16.6,8,8.6,94.3,0.9,1.1,0.7,0,4.1,49.3,50.7
"16009",17,7.8,9.2,86.6,0.1,9.3,0.3,0.8,5.6,50.6,49.4
"16011",11,5.8,5.2,82.2,0.3,6.4,0.6,0.1,13.8,50,50
"16013",12.5,6.1,6.4,94.8,0.4,0.7,1.1,0.2,4.4,51.5,48.5
"16015",10.7,3.8,6.8,95.1,0.3,0.4,1,0.1,6.1,51.2,48.8
"16017",14.4,6.1,8.3,95,0.3,0.9,0.7,0.1,5.4,49.9,50.1
"16019",10.4,4.4,6,89.5,0.5,0.4,1,0.1,11.3,50.1,49.9
"16021",19,9.4,9.6,94.1,0.5,1.4,1.2,0.5,3.9,50,50
"16023",17.7,9.8,8,99.5,0.2,0,0,0,0.4,52.7,47.3
"16025",15.6,6.9,8.7,99.7,0,0,0,0,0.6,47.4,52.6
"16027",13.2,6.3,6.9,82.7,0.4,1,0.8,0.3,18.6,49.5,50.5
"16029",8.7,4.5,4.1,95.4,0,0.2,0.1,0,6.6,51.3,48.7
"16031",14.1,6.7,7.4,93.1,0.2,1.2,0.6,0.1,6.2,50.9,49.1
"16033",13.3,8.9,4.4,90.4,0.8,4.6,0,0,4.3,52.6,47.4
"16035",11.4,5.3,6.1,92.7,0.5,2.2,0.4,0.2,6.4,55.7,44.3
"16037",18.2,8.5,9.7,91.3,0.1,1.1,0,0,13.9,51.5,48.5
"16039",14.8,6.7,8.1,85.1,2.7,2.1,2.6,0.4,11.1,52.6,47.4
"16041",10.4,4.4,6,94.7,0.3,0.9,0.1,0,5.9,51.4,48.6
"16043",12.4,4.5,7.9,94.8,0.2,0.1,0.2,0.6,6.4,51.9,48.1
"16045",16.8,8.3,8.5,90.1,0.1,1.4,0.6,0,10.7,49.7,50.3
"16047",16.1,7.1,9,93,0.1,0.5,0.9,0.2,7.9,51.3,48.7
"16049",13.8,6.8,7,93.3,0.1,4,0.4,0,3.6,52.6,47.4
"16051",6.8,3.4,3.4,91.3,0,1.2,0.4,0,8.8,50.9,49.1
"16053",18.9,7.8,11.1,93.4,0.2,0.7,1,0.4,6,50.5,49.5
"16055",11.6,5.1,6.5,94,0.3,1.4,0.9,0.1,6.1,49.4,50.6
"16057",16.6,8.9,7.7,92,1.2,1.3,2.3,0.1,5.7,51.3,48.7
"16059",12,5.2,6.7,94.7,0,0.5,0,0.1,8.6,50.8,49.2
"16061",16,7.2,8.8,86.7,0.1,8.4,1.4,0,6.3,49.5,50.5
"16063",12,6.7,5.3,93,0,0.6,0.4,0,8.8,52.4,47.6
"16065",30.5,14.5,16.1,92.8,0.2,0.1,1.6,0.2,8.1,50.8,49.2
"16067",16.6,7.8,8.8,93.6,0.2,1.3,0.3,0.1,6,50,50
"16069",13,6.2,6.7,89.6,0.4,6.1,0.8,0,5.7,49.3,50.7
"16071",11.3,3.8,7.5,97.9,0.1,0.2,0,0,3.6,48.9,51.1
"16073",15.9,8.1,7.8,79.1,0.5,3.2,0.1,0,20.5,51.5,48.5
"16075",13.2,5.9,7.3,87.9,0.1,0.6,1,0.1,14.2,49.6,50.4
"16077",11.4,5.4,5.9,84.1,0.1,5.9,0,0,10.2,50.6,49.4
"16079",19,8.6,10.5,93.5,0.3,3.1,0.1,0,5.6,49.9,50.1
"16081",4.5,2,2.5,88.9,0,0.7,0,0,12.5,52.3,47.7
"16083",14.1,6.8,7.4,91.8,0.8,0.7,1.8,0.1,6.6,49.2,50.8
"16085",7.1,3.1,4.1,98.8,0.1,0.2,0.3,0,1.1,50.5,49.5
"16087",13.2,5.6,7.6,87.8,0.2,1,0.4,0,13.9,49,51
"17001",12.2,5.5,6.7,92.9,4.1,0.4,0.8,0,3.2,48.8,51.2
"17003",24.8,11.1,13.7,63.2,33.5,0.6,0,0.6,4.2,47.8,52.2
"17005",12.6,6.3,6.3,90.9,7.6,0.5,0.4,0,0.9,51.7,48.3
"17007",10,3.9,6,87.5,2.2,0.3,1.2,0,11.2,50,50
"17009",8.3,3.1,5.2,79.4,19.2,0.4,0,0,1.3,63.3,36.7
"17011",12.2,5.4,6.8,93.4,1.1,0.2,0.9,0,5.8,49.3,50.7
"17013",11.3,6.6,4.8,97.7,0.3,0.5,0.9,0,1.2,50.1,49.9
"17015",10.4,4.2,6.3,96,1.2,0.1,0.8,0,3.5,49.6,50.4
"17017",14.6,6.1,8.5,88.5,5.2,0.2,0.4,0,6.8,49.9,50.1
"17019",18.5,8.8,9.7,71.8,13.5,0.2,10.8,0.1,6.3,49.8,50.2
"17021",11.6,4.2,7.4,96.5,1.3,0.3,0.6,0.1,2.2,50.5,49.5
"17023",10.9,5,5.9,96.8,0.7,0.1,0.6,0,3,49.4,50.6
"17025",16.2,7,9.2,96.2,0.8,0.2,0.3,0,4.8,49.9,50.1
"17027",7.3,3.6,3.7,93.7,3.4,0.3,0.6,0,3.6,52.1,47.9
"17029",19.3,8.7,10.6,92.9,3.9,0.2,1.2,0,3.2,48.4,51.6
"17031",14.1,6.1,8,56.7,23.4,0.3,7.3,0,14.9,48.5,51.5
"17033",10.2,4.2,6,90.2,6.5,0.1,0.3,0.1,5.2,52.2,47.8
"17035",13.7,6.5,7.1,97.3,0.1,0,0.4,0.1,3.7,50.5,49.5
"17037",15.8,7.1,8.7,84,7.9,0.1,2.3,0,8.2,49.6,50.4
"17039",11.1,5.2,5.9,96.1,0.5,0,0,0.1,5.3,49.9,50.1
"17041",10.6,4.8,5.9,95.8,0.7,0.7,0.7,0.1,3.4,49.5,50.5
"17043",6.3,2.7,3.6,76.8,4.8,0.2,11.9,0,9.1,49.1,50.9
"17045",11.8,4.7,7.1,98.9,0.3,0.1,0.2,0,1,49.1,50.9
"17047",10.1,4.3,5.7,96.8,0.9,0.6,0.3,0,2.8,49.9,50.1
"17049",10.5,4.5,6,97,0.7,0.1,0.5,0,2.5,49.7,50.3
"17051",15.9,8.1,7.8,93.9,4.7,0.3,0.5,0.1,0.9,53.2,46.8
"17053",13.5,6.3,7.2,95,1.1,0.5,0.7,0,3.4,49.4,50.6
"17055",19.1,8.8,10.2,96.9,0.9,0.2,0.5,0.1,2.4,49.3,50.7
